年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
2084,1,1,土,元日,2482225.125,280.10336963,184.48803259,22.85642361,2083,0,11,24,仏滅,己卯,,,
2084,1,2,日,,2482226.125,281.12254123,197.93646191,23.85642361,2083,0,11,25,大安,庚辰,,,
2084,1,3,月,,2482227.125,282.14184222,211.79354049,24.85642361,2083,0,11,26,赤口,辛巳,,,
2084,1,4,火,,2482228.125,283.16126619,226.06231416,25.85642361,2083,0,11,27,先勝,壬午,,,
2084,1,5,水,,2482229.125,284.18079843,240.70650803,26.85642361,2083,0,11,28,友引,癸未,小寒,,
2084,1,6,木,,2482230.125,285.20041359,255.64472236,27.85642361,2083,0,11,29,先負,甲申,,,
2084,1,7,金,,2482231.125,286.22007545,270.75356823,28.85642361,2083,0,11,30,仏滅,乙酉,,人日,
2084,1,8,土,,2482232.125,287.23974026,285.88157666,0.40339120,2083,0,12,1,赤口,丙戌,,,
2084,1,9,日,,2482233.125,288.25936300,300.87136838,1.40339120,2083,0,12,2,先勝,丁亥,,,
2084,1,10,月,成人の日,2482234.125,289.27890393,315.58360652,2.40339120,2083,0,12,3,友引,戊子,,,
2084,1,11,火,,2482235.125,290.29833244,329.91551636,3.40339120,2083,0,12,4,先負,己丑,,,
2084,1,12,水,,2482236.125,291.31762722,343.80967855,4.40339120,2083,0,12,5,仏滅,庚寅,,,
2084,1,13,木,,2482237.125,292.33677410,357.25311384,5.40339120,2083,0,12,6,大安,辛卯,,,
2084,1,14,金,,2482238.125,293.35576322,10.26970726,6.40339120,2083,0,12,7,赤口,壬辰,,,
2084,1,15,土,,2482239.125,294.37458700,22.90976359,7.40339120,2083,0,12,8,先勝,癸巳,,,
2084,1,16,日,,2482240.125,295.39323887,35.23962686,8.40339120,2083,0,12,9,友引,甲午,,,
2084,1,17,月,,2482241.125,296.41171280,47.33294437,9.40339120,2083,0,12,10,先負,乙未,,,土用入(冬)
2084,1,18,火,,2482242.125,297.43000310,59.26406703,10.40339120,2083,0,12,11,仏滅,丙申,,,
2084,1,19,水,,2482243.125,298.44810448,71.10346490,11.40339120,2083,0,12,12,大安,丁酉,,,
2084,1,20,木,,2482244.125,299.46601219,82.91481600,12.40339120,2083,0,12,13,赤口,戊戌,大寒,,
2084,1,21,金,,2482245.125,300.48372227,94.75343368,13.40339120,2083,0,12,14,先勝,己亥,,,
2084,1,22,土,,2482246.125,301.50123189,106.66577823,14.40339120,2083,0,12,15,友引,庚子,,,
2084,1,23,日,,2482247.125,302.51853979,118.68988219,15.40339120,2083,0,12,16,先負,辛丑,,,
2084,1,24,月,,2482248.125,303.53564673,130.85653379,16.40339120,2083,0,12,17,仏滅,壬寅,,,
2084,1,25,火,,2482249.125,304.55255581,143.19102516,17.40339120,2083,0,12,18,大安,癸卯,,,
2084,1,26,水,,2482250.125,305.56927256,155.71517202,18.40339120,2083,0,12,19,赤口,甲辰,,,
2084,1,27,木,,2482251.125,306.58580465,168.44919505,19.40339120,2083,0,12,20,先勝,乙巳,,,
2084,1,28,金,,2482252.125,307.60216110,181.41295242,20.40339120,2083,0,12,21,友引,丙午,,,
2084,1,29,土,,2482253.125,308.61835097,194.62598027,21.40339120,2083,0,12,22,先負,丁未,,,
2084,1,30,日,,2482254.125,309.63438166,208.10585928,22.40339120,2083,0,12,23,仏滅,戊申,,,
2084,1,31,月,,2482255.125,310.65025674,221.86464181,23.40339120,2083,0,12,24,大安,己酉,,,
2084,2,1,火,,2482256.125,311.66597371,235.90347087,24.40339120,2083,0,12,25,赤口,庚戌,,,
2084,2,2,水,,2482257.125,312.68152180,250.20612571,25.40339120,2083,0,12,26,先勝,辛亥,,,
2084,2,3,木,,2482258.125,313.69688081,264.73297174,26.40339120,2083,0,12,27,友引,壬子,,,節分
2084,2,4,金,,2482259.125,314.71202160,279.41743401,27.40339120,2083,0,12,28,先負,癸丑,立春,,
2084,2,5,土,,2482260.125,315.72690889,294.16721992,28.40339120,2083,0,12,29,仏滅,甲寅,,,
2084,2,6,日,,2482261.125,316.74150580,308.87164716,29.40339120,2084,0,1,1,先勝,乙卯,,,
2084,2,7,月,,2482262.125,317.75577858,323.41453065,0.92026620,2084,0,1,2,友引,丙辰,,,
2084,2,8,火,,2482263.125,318.76969939,337.68984087,1.92026620,2084,0,1,3,先負,丁巳,,,
2084,2,9,水,,2482264.125,319.78324666,351.61602010,2.92026620,2084,0,1,4,仏滅,戊午,,,
2084,2,10,木,,2482265.125,320.79640360,5.14532212,3.92026620,2084,0,1,5,大安,己未,,,
2084,2,11,金,建国記念の日,2482266.125,321.80915633,18.26657998,4.92026620,2084,0,1,6,赤口,庚申,,,
2084,2,12,土,,2482267.125,322.82149256,31.00214150,5.92026620,2084,0,1,7,先勝,辛酉,,,
2084,2,13,日,,2482268.125,323.83340102,43.40113996,6.92026620,2084,0,1,8,友引,壬戌,,,
2084,2,14,月,,2482269.125,324.84487133,55.53143118,7.92026620,2084,0,1,9,先負,癸亥,,,
2084,2,15,火,,2482270.125,325.85589411,67.47186037,8.92026620,2084,0,1,10,仏滅,甲子,,,
2084,2,16,水,,2482271.125,326.86646118,79.30565390,9.92026620,2084,0,1,11,大安,乙丑,,,
2084,2,17,木,,2482272.125,327.87656572,91.11505980,10.92026620,2084,0,1,12,赤口,丙寅,,,
2084,2,18,金,,2482273.125,328.88620262,102.97701361,11.92026620,2084,0,1,13,先勝,丁卯,,,
2084,2,19,土,,2482274.125,329.89536889,114.95953548,12.92026620,2084,0,1,14,友引,戊辰,雨水,,
2084,2,20,日,,2482275.125,330.90406419,127.11867510,13.92026620,2084,0,1,15,先負,己巳,,,
2084,2,21,月,,2482276.125,331.91229153,139.49604009,14.92026620,2084,0,1,16,仏滅,庚午,,,
2084,2,22,火,,2482277.125,332.92005778,152.11717476,15.92026620,2084,0,1,17,大安,辛未,,,
2084,2,23,水,,2482278.125,333.92737386,164.99121918,16.92026620,2084,0,1,18,赤口,壬申,,,
2084,2,24,木,,2482279.125,334.93425431,178.11225587,17.92026620,2084,0,1,19,先勝,癸酉,,,
2084,2,25,金,,2482280.125,335.94071591,191.46246355,18.92026620,2084,0,1,20,友引,甲戌,,,
2084,2,26,土,,2482281.125,336.94677562,205.01667795,19.92026620,2084,0,1,21,先負,乙亥,,,
2084,2,27,日,,2482282.125,337.95244796,218.74736871,20.92026620,2084,0,1,22,仏滅,丙子,,,
2084,2,28,月,,2482283.125,338.95774247,232.62868223,21.92026620,2084,0,1,23,大安,丁丑,,,
2084,2,29,火,,2482284.125,339.96266174,246.63827737,22.92026620,2084,0,1,24,赤口,戊寅,,,
2084,3,1,水,,2482285.125,341.97134518,274.96130529,23.92026620,2084,0,1,25,先勝,己卯,,,
2084,3,2,木,,2482286.125,341.97134519,274.96130550,24.92026620,2084,0,1,26,友引,庚辰,,,
2084,3,3,金,,2482287.125,342.97507681,289.22534178,25.92026620,2084,0,1,27,先負,辛巳,,上巳,
2084,3,4,土,,2482288.125,343.97837207,303.50825764,26.92026620,2084,0,1,28,仏滅,壬午,,,
2084,3,5,日,,2482289.125,344.98120704,317.75527341,27.92026620,2084,0,1,29,大安,癸未,啓蟄,,
2084,3,6,月,,2482290.125,345.98355946,331.89855772,28.92026620,2084,0,1,30,赤口,甲申,,,
2084,3,7,火,,2482291.125,346.98540989,345.86377048,0.41265046,2084,0,2,1,友引,乙酉,,,
2084,3,8,水,,2482292.125,347.98674156,359.58029366,1.41265046,2084,0,2,2,先負,丙戌,,,
2084,3,9,木,,2482293.125,348.98753939,12.99237127,2.41265046,2084,0,2,3,仏滅,丁亥,,,
2084,3,10,金,,2482294.125,349.98778907,26.06802278,3.41265046,2084,0,2,4,大安,戊子,,,
2084,3,11,土,,2482295.125,350.98747658,38.80363018,4.41265046,2084,0,2,5,赤口,己丑,,,
2084,3,12,日,,2482296.125,351.98658839,51.22386061,5.41265046,2084,0,2,6,先勝,庚寅,,,
2084,3,13,月,,2482297.125,352.98511188,63.37801953,6.41265046,2084,0,2,7,友引,辛卯,,,
2084,3,14,火,,2482298.125,353.98303583,75.33447329,7.41265046,2084,0,2,8,先負,壬辰,,,
2084,3,15,水,,2482299.125,354.98035075,87.17452571,8.41265046,2084,0,2,9,仏滅,癸巳,,,
2084,3,16,木,,2482300.125,355.97704918,98.98651467,9.41265046,2084,0,2,10,大安,甲午,,,
2084,3,17,金,,2482301.125,356.97312600,110.86028748,10.41265046,2084,0,2,11,赤口,乙未,,,彼岸入(春)
2084,3,18,土,,2482302.125,357.96857882,122.88182642,11.41265046,2084,0,2,12,先勝,丙申,,,
2084,3,19,日,,2482303.125,358.96340863,135.12768165,12.41265046,2084,0,2,13,友引,丁酉,,,
2084,3,20,月,春分の日,2482304.125,359.95762053,147.65903731,13.41265046,2084,0,2,14,先負,戊戌,春分,,彼岸(春)・社日(春)
2084,3,21,火,,2482305.125,0.95122458,160.51568562,14.41265046,2084,0,2,15,仏滅,己亥,,,
2084,3,22,水,,2482306.125,1.94423621,173.71084347,15.41265046,2084,0,2,16,大安,庚子,,,
2084,3,23,木,,2482307.125,2.93667584,187.22838263,16.41265046,2084,0,2,17,赤口,辛丑,,,彼岸明(春)
2084,3,24,金,,2482308.125,3.92856726,201.02421950,17.41265046,2084,0,2,18,先勝,壬寅,,,
2084,3,25,土,,2482309.125,4.91993492,215.03284779,18.41265046,2084,0,2,19,友引,癸卯,,,
