年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
1966,1,1,土,元日,2439126.125,279.73883023,15.96964725,9.24802083,1965,0,12,10,先負,庚申,,,
1966,1,2,日,,2439127.125,280.75799328,28.52916315,10.24802083,1965,0,12,11,仏滅,辛酉,,,
1966,1,3,月,,2439128.125,281.77710544,41.45735809,11.24802083,1965,0,12,12,大安,壬戌,,,
1966,1,4,火,,2439129.125,282.79616477,54.81404913,12.24802083,1965,0,12,13,赤口,癸亥,,,
1966,1,5,水,,2439130.125,283.81517102,68.63258894,13.24802083,1965,0,12,14,先勝,甲子,,,
1966,1,6,木,,2439131.125,284.83412453,82.90737593,14.24802083,1965,0,12,15,友引,乙丑,小寒,,
1966,1,7,金,,2439132.125,285.85302540,97.58387300,15.24802083,1965,0,12,16,先負,丙寅,,人日,
1966,1,8,土,,2439133.125,286.87187368,112.55608974,16.24802083,1965,0,12,17,仏滅,丁卯,,,
1966,1,9,日,,2439134.125,287.89067090,127.67602852,17.24802083,1965,0,12,18,大安,戊辰,,,
1966,1,10,月,成人の日,2439135.125,288.90942195,142.77561358,18.24802083,1965,0,12,19,赤口,己巳,,,
1966,1,11,火,,2439136.125,289.92813551,157.69540462,19.24802083,1965,0,12,20,先勝,庚午,,,
1966,1,12,水,,2439137.125,290.94682216,172.31027530,20.24802083,1965,0,12,21,友引,辛未,,,
1966,1,13,木,,2439138.125,291.96549080,186.54381506,21.24802083,1965,0,12,22,先負,壬申,,,
1966,1,14,金,,2439139.125,292.98414537,200.36920859,22.24802083,1965,0,12,23,仏滅,癸酉,,,
1966,1,15,土,,2439140.125,294.00278292,213.80004985,23.24802083,1965,0,12,24,大安,甲戌,,,
1966,1,16,日,,2439141.125,295.02139333,226.87671644,24.24802083,1965,0,12,25,赤口,乙亥,,,
1966,1,17,月,,2439142.125,296.03996005,239.65293840,25.24802083,1965,0,12,26,先勝,丙子,,,土用入(冬)
1966,1,18,火,,2439143.125,297.05846145,252.18508190,26.24802083,1965,0,12,27,友引,丁丑,,,
1966,1,19,水,,2439144.125,298.07687221,264.52495007,27.24802083,1965,0,12,28,先負,戊寅,,,
1966,1,20,木,,2439145.125,299.09516476,276.71597564,28.24802083,1965,0,12,29,仏滅,己卯,大寒,,
1966,1,21,金,,2439146.125,300.11331060,288.79233458,29.24802083,1965,0,12,30,大安,庚辰,,,
1966,1,22,土,,2439147.125,301.13128147,300.78039797,0.46790509,1966,0,1,1,先勝,辛巳,,,
1966,1,23,日,,2439148.125,302.14905035,312.70187926,1.46790509,1966,0,1,2,友引,壬午,,,
1966,1,24,月,,2439149.125,303.16659217,324.57796179,2.46790509,1966,0,1,3,先負,癸未,,,
1966,1,25,火,,2439150.125,304.18388424,336.43365392,3.46790509,1966,0,1,4,仏滅,甲申,,,
1966,1,26,水,,2439151.125,305.20090645,348.30166543,4.46790509,1966,0,1,5,大安,乙酉,,,
1966,1,27,木,,2439152.125,306.21764119,0.22523872,5.46790509,1966,0,1,6,赤口,丙戌,,,
1966,1,28,金,,2439153.125,307.23407324,12.25953149,6.46790509,1966,0,1,7,先勝,丁亥,,,
1966,1,29,土,,2439154.125,308.25018955,24.47125105,7.46790509,1966,0,1,8,友引,戊子,,,
1966,1,30,日,,2439155.125,309.26597904,36.93621303,8.46790509,1966,0,1,9,先負,己丑,,,
1966,1,31,月,,2439156.125,310.28143236,49.73434295,9.46790509,1966,0,1,10,仏滅,庚寅,,,
1966,2,1,火,,2439157.125,311.29654154,62.94147081,10.46790509,1966,0,1,11,大安,辛卯,,,
1966,2,2,水,,2439158.125,312.31129964,76.61737013,11.46790509,1966,0,1,12,赤口,壬辰,,,
1966,2,3,木,,2439159.125,313.32570040,90.79031897,12.46790509,1966,0,1,13,先勝,癸巳,,,節分
1966,2,4,金,,2439160.125,314.33973855,105.44047163,13.46790509,1966,0,1,14,友引,甲午,立春,,
1966,2,5,土,,2439161.125,315.35341131,120.48734560,14.46790509,1966,0,1,15,先負,乙未,,,
