年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
2087,1,1,水,元日,2483321.125,280.38056959,230.64142339,25.88196759,2086,0,11,27,先勝,乙未,,,
2087,1,2,木,,2483322.125,281.39996950,242.78894406,26.88196759,2086,0,11,28,友引,丙申,,,
2087,1,3,金,,2483323.125,282.41945868,255.17660721,27.88196759,2086,0,11,29,先負,丁酉,,,
2087,1,4,土,,2483324.125,283.43901132,267.84367983,28.88196759,2086,0,11,30,仏滅,戊戌,,,
2087,1,5,日,,2483325.125,284.45859787,280.80805731,0.19924769,2086,0,12,1,赤口,己亥,小寒,,
2087,1,6,月,,2483326.125,285.47818606,294.06468126,1.19924769,2086,0,12,2,先勝,庚子,,,
2087,1,7,火,,2483327.125,286.49774279,307.58676983,2.19924769,2086,0,12,3,友引,辛丑,,人日,
2087,1,8,水,,2483328.125,287.51723643,321.33039869,3.19924769,2086,0,12,4,先負,壬寅,,,
2087,1,9,木,,2483329.125,288.53663904,335.24195288,4.19924769,2086,0,12,5,仏滅,癸卯,,,
2087,1,10,金,,2483330.125,289.55592792,349.26679190,5.19924769,2086,0,12,6,大安,甲辰,,,
2087,1,11,土,,2483331.125,290.57508597,3.35676400,6.19924769,2086,0,12,7,赤口,乙巳,,,
2087,1,12,日,,2483332.125,291.59410107,17.47445176,7.19924769,2086,0,12,8,先勝,丙午,,,
2087,1,13,月,成人の日,2483333.125,292.61296488,31.59314226,8.19924769,2086,0,12,9,友引,丁未,,,
2087,1,14,火,,2483334.125,293.63167139,45.69295383,9.19924769,2086,0,12,10,先負,戊申,,,
2087,1,15,水,,2483335.125,294.65021589,59.75472405,10.19924769,2086,0,12,11,仏滅,己酉,,,
2087,1,16,木,,2483336.125,295.66859456,73.75387032,11.19924769,2086,0,12,12,大安,庚戌,,,
2087,1,17,金,,2483337.125,296.68680467,87.65642858,12.19924769,2086,0,12,13,赤口,辛亥,,,土用入(冬)
2087,1,18,土,,2483338.125,297.70484536,101.41887752,13.19924769,2086,0,12,14,先勝,壬子,,,
2087,1,19,日,,2483339.125,298.72271839,114.99221941,14.19924769,2086,0,12,15,友引,癸丑,,,
2087,1,20,月,,2483340.125,299.74042833,128.32938276,15.19924769,2086,0,12,16,先負,甲寅,大寒,,
2087,1,21,火,,2483341.125,300.75798199,141.39386116,16.19924769,2086,0,12,17,仏滅,乙卯,,,
2087,1,22,水,,2483342.125,301.77538716,154.16717720,17.19924769,2086,0,12,18,大安,丙辰,,,
2087,1,23,木,,2483343.125,302.79265116,166.65341886,18.19924769,2086,0,12,19,赤口,丁巳,,,
2087,1,24,金,,2483344.125,303.80977958,178.88029680,19.19924769,2086,0,12,20,先勝,戊午,,,
2087,1,25,土,,2483345.125,304.82677546,190.89725589,20.19924769,2086,0,12,21,友引,己未,,,
2087,1,26,日,,2483346.125,305.84363888,202.77169676,21.19924769,2086,0,12,22,先負,庚申,,,
2087,1,27,月,,2483347.125,306.86036690,214.58428927,22.19924769,2086,0,12,23,仏滅,辛酉,,,
2087,1,28,火,,2483348.125,307.87695343,226.42394796,23.19924769,2086,0,12,24,大安,壬戌,,,
2087,1,29,水,,2483349.125,308.89338922,238.38255713,24.19924769,2086,0,12,25,赤口,癸亥,,,
2087,1,30,木,,2483350.125,309.90966147,250.54917069,25.19924769,2086,0,12,26,先勝,甲子,,,
2087,1,31,金,,2483351.125,310.92575351,263.00328790,26.19924769,2086,0,12,27,友引,乙丑,,,
2087,2,1,土,,2483352.125,311.94164448,275.80701405,27.19924769,2086,0,12,28,先負,丙寅,,,
2087,2,2,日,,2483353.125,312.95730929,288.99654420,28.19924769,2086,0,12,29,仏滅,丁卯,,,
2087,2,3,月,,2483354.125,313.97271944,302.57444219,29.19924769,2087,0,1,1,先勝,戊辰,,,節分
2087,2,4,火,,2483355.125,314.98784465,316.50526719,0.61623843,2087,0,1,2,友引,己巳,立春,,
2087,2,5,水,,2483356.125,316.00265514,330.71745458,1.61623843,2087,0,1,3,先負,庚午,,,
2087,2,6,木,,2483357.125,317.01712396,345.11305916,2.61623843,2087,0,1,4,仏滅,辛未,,,
2087,2,7,金,,2483358.125,318.03122828,359.58397017,3.61623843,2087,0,1,5,大安,壬申,,,
2087,2,8,土,,2483359.125,319.04494944,14.03001221,4.61623843,2087,0,1,6,赤口,癸酉,,,
2087,2,9,日,,2483360.125,320.05827189,28.37318841,5.61623843,2087,0,1,7,先勝,甲戌,,,
2087,2,10,月,,2483361.125,321.07118209,42.56415421,6.61623843,2087,0,1,8,友引,乙亥,,,
2087,2,11,火,建国記念の日,2483362.125,322.08366781,56.58045504,7.61623843,2087,0,1,9,先負,丙子,,,
2087,2,12,水,,2483363.125,323.09571832,70.41892519,8.61623843,2087,0,1,10,仏滅,丁丑,,,
2087,2,13,木,,2483364.125,324.10732507,84.08574541,9.61623843,2087,0,1,11,大安,戊寅,,,
2087,2,14,金,,2483365.125,325.11848264,97.58729684,10.61623843,2087,0,1,12,赤口,己卯,,,
2087,2,15,土,,2483366.125,326.12918951,110.92394441,11.61623843,2087,0,1,13,先勝,庚辰,,,
2087,2,16,日,,2483367.125,327.13944843,124.08778405,12.61623843,2087,0,1,14,友引,辛巳,,,
2087,2,17,月,,2483368.125,328.14926621,137.06436184,13.61623843,2087,0,1,15,先負,壬午,,,
2087,2,18,火,,2483369.125,329.15865285,149.83746337,14.61623843,2087,0,1,16,仏滅,癸未,雨水,,
2087,2,19,水,,2483370.125,330.16762028,162.39542018,15.61623843,2087,0,1,17,大安,甲申,,,
2087,2,20,木,,2483371.125,331.17618084,174.73722255,16.61623843,2087,0,1,18,赤口,乙酉,,,
2087,2,21,金,,2483372.125,332.18434592,186.87707342,17.61623843,2087,0,1,19,先勝,丙戌,,,
2087,2,22,土,,2483373.125,333.19212494,198.84672981,18.61623843,2087,0,1,20,友引,丁亥,,,
2087,2,23,日,天皇誕生日,2483374.125,334.19952473,210.69565987,19.61623843,2087,0,1,21,先負,戊子,,,
2087,2,24,月,振替休日,2483375.125,335.20654925,222.48945940,20.61623843,2087,0,1,22,仏滅,己丑,,,
2087,2,25,火,,2483376.125,336.21319952,234.30701749,21.61623843,2087,0,1,23,大安,庚寅,,,
2087,2,26,水,,2483377.125,337.21947355,246.23668659,22.61623843,2087,0,1,24,赤口,辛卯,,,
2087,2,27,木,,2483378.125,338.22536624,258.37135369,23.61623843,2087,0,1,25,先勝,壬辰,,,
2087,2,28,金,,2483379.125,339.23086911,270.80198711,24.61623843,2087,0,1,26,友引,癸巳,,,
2087,3,1,土,,2483380.125,340.23597005,283.60912514,25.61623843,2087,0,1,27,先負,甲午,,,
2087,3,2,日,,2483381.125,341.24065324,296.85211139,26.61623843,2087,0,1,28,仏滅,乙未,,,
2087,3,3,月,,2483382.125,342.24489951,310.55690747,27.61623843,2087,0,1,29,大安,丙申,,上巳,
2087,3,4,火,,2483383.125,343.24868743,324.70504912,28.61623843,2087,0,1,30,赤口,丁酉,,,
2087,3,5,水,,2483384.125,344.25199495,339.22809078,0.13377315,2087,0,2,1,友引,戊戌,啓蟄,,
2087,3,6,木,,2483385.125,345.25480108,354.01213777,1.13377315,2087,0,2,2,先負,己亥,,,
2087,3,7,金,,2483386.125,346.25708654,8.91423720,2.13377315,2087,0,2,3,仏滅,庚子,,,
2087,3,8,土,,2483387.125,347.25883334,23.78698022,3.13377315,2087,0,2,4,大安,辛丑,,,
2087,3,9,日,,2483388.125,348.26002375,38.50313492,4.13377315,2087,0,2,5,赤口,壬寅,,,
2087,3,10,月,,2483389.125,349.26063992,52.97215530,5.13377315,2087,0,2,6,先勝,癸卯,,,
2087,3,11,火,,2483390.125,350.26066477,67.14492560,6.13377315,2087,0,2,7,友引,甲辰,,,
2087,3,12,水,,2483391.125,351.26008366,81.00844564,7.13377315,2087,0,2,8,先負,乙巳,,,
2087,3,13,木,,2483392.125,352.25888608,94.57502222,8.13377315,2087,0,2,9,仏滅,丙午,,,
2087,3,14,金,,2483393.125,353.25706672,107.87046120,9.13377315,2087,0,2,10,大安,丁未,,,
2087,3,15,土,,2483394.125,354.25462578,120.92421556,10.13377315,2087,0,2,11,赤口,戊申,,,
2087,3,16,日,,2483395.125,355.25156868,133.76284147,11.13377315,2087,0,2,12,先勝,己酉,,,
2087,3,17,月,,2483396.125,356.24790528,146.40700079,12.13377315,2087,0,2,13,友引,庚戌,,,彼岸入(春)
2087,3,18,火,,2483397.125,357.24364884,158.87159954,13.13377315,2087,0,2,14,先負,辛亥,,,
2087,3,19,水,,2483398.125,358.23881483,171.16827284,14.13377315,2087,0,2,15,仏滅,壬子,,,
2087,3,20,木,春分の日,2483399.125,359.23341969,183.30923045,15.13377315,2087,0,2,16,大安,癸丑,春分,,彼岸(春)
2087,3,21,金,,2483400.125,0.22747964,195.31146201,16.13377315,2087,0,2,17,赤口,甲寅,,,
2087,3,22,土,,2483401.125,1.22100971,207.20044830,17.13377315,2087,0,2,18,先勝,乙卯,,,
2087,3,23,日,,2483402.125,2.21402305,219.01282814,18.13377315,2087,0,2,19,友引,丙辰,,,彼岸明(春)
2087,3,24,月,,2483403.125,3.20653048,230.79776190,19.13377315,2087,0,2,20,先負,丁巳,,,
2087,3,25,火,,2483404.125,4.19854034,242.61695714,20.13377315,2087,0,2,21,仏滅,戊午,,,社日(春)
2087,3,26,水,,2483405.125,5.19005841,254.54336592,21.13377315,2087,0,2,22,大安,己未,,,
2087,3,27,木,,2483406.125,6.18108788,266.65845156,22.13377315,2087,0,2,23,赤口,庚申,,,
2087,3,28,金,,2483407.125,7.17162933,279.04770925,23.13377315,2087,0,2,24,先勝,辛酉,,,
2087,3,29,土,,2483408.125,8.16168063,291.79392697,24.13377315,2087,0,2,25,友引,壬戌,,,
2087,3,30,日,,2483409.125,9.15123699,304.96770141,25.13377315,2087,0,2,26,先負,癸亥,,,
2087,3,31,月,,2483410.125,10.14029119,318.61526545,26.13377315,2087,0,2,27,仏滅,甲子,,,
2087,4,1,火,,2483411.125,11.12883409,332.74502069,27.13377315,2087,0,2,28,大安,乙丑,,,
2087,4,2,水,,2483412.125,12.11685542,347.31619218,28.13377315,2087,0,2,29,赤口,丙寅,,,
2087,4,3,木,,2483413.125,13.10434417,2.23474841,29.13377315,2087,0,3,1,先負,丁卯,,,
