年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
2070,1,1,水,元日,2477112.125,280.50720358,147.73358848,18.38927083,2069,0,11,19,大安,丙寅,,,
2070,1,2,木,,2477113.125,281.52605915,160.90967742,19.38927083,2069,0,11,20,赤口,丁卯,,,
2070,1,3,金,,2477114.125,282.54500748,173.65344579,20.38927083,2069,0,11,21,先勝,戊辰,,,
2070,1,4,土,,2477115.125,283.56404747,186.02768276,21.38927083,2069,0,11,22,友引,己巳,,,
2070,1,5,日,,2477116.125,284.58317422,198.11502252,22.38927083,2069,0,11,23,先負,庚午,小寒,,
2070,1,6,月,,2477117.125,285.60237917,210.00752411,23.38927083,2069,0,11,24,仏滅,辛未,,,
2070,1,7,火,,2477118.125,286.62165041,221.79847371,24.38927083,2069,0,11,25,大安,壬申,,人日,
2070,1,8,水,,2477119.125,287.64097289,233.57615064,25.38927083,2069,0,11,26,赤口,癸酉,,,
2070,1,9,木,,2477120.125,288.66032854,245.41902084,26.38927083,2069,0,11,27,先勝,甲戌,,,
2070,1,10,金,,2477121.125,289.67969625,257.39195540,27.38927083,2069,0,11,28,友引,乙亥,,,
2070,1,11,土,,2477122.125,290.69905205,269.54340928,28.38927083,2069,0,11,29,先負,丙子,,,
2070,1,12,日,,2477123.125,291.71836937,281.90385457,29.38927083,2069,0,12,1,赤口,丁丑,,,
2070,1,13,月,成人の日,2477124.125,292.73761968,294.48599594,0.64998843,2069,0,12,2,先勝,戊寅,,,
2070,1,14,火,,2477125.125,293.75677354,307.28722714,1.64998843,2069,0,12,3,友引,己卯,,,
2070,1,15,水,,2477126.125,294.77580194,320.29435106,2.64998843,2069,0,12,4,先負,庚辰,,,
2070,1,16,木,,2477127.125,295.79467773,333.48985697,3.64998843,2069,0,12,5,仏滅,辛巳,,,
2070,1,17,金,,2477128.125,296.81337680,346.85833286,4.64998843,2069,0,12,6,大安,壬午,,,土用入(冬)
2070,1,18,土,,2477129.125,297.83187888,0.39123704,5.64998843,2069,0,12,7,赤口,癸未,,,
2070,1,19,日,,2477130.125,298.85016769,14.08846812,6.64998843,2069,0,12,8,先勝,甲申,,,
2070,1,20,月,,2477131.125,299.86823062,27.95586247,7.64998843,2069,0,12,9,友引,乙酉,大寒,,
2070,1,21,火,,2477132.125,300.88605803,41.99870728,8.64998843,2069,0,12,10,先負,丙戌,,,
2070,1,22,水,,2477133.125,301.90364246,56.21240667,9.64998843,2069,0,12,11,仏滅,丁亥,,,
2070,1,23,木,,2477134.125,302.92097803,70.57253818,10.64998843,2069,0,12,12,大安,戊子,,,
2070,1,24,金,,2477135.125,303.93806043,85.02750494,11.64998843,2069,0,12,13,赤口,己丑,,,
2070,1,25,土,,2477136.125,304.95488757,99.49727123,12.64998843,2069,0,12,14,先勝,庚寅,,,
2070,1,26,日,,2477137.125,305.97146061,113.88043673,13.64998843,2069,0,12,15,友引,辛卯,,,
2070,1,27,月,,2477138.125,306.98778474,128.06895427,14.64998843,2069,0,12,16,先負,壬辰,,,
2070,1,28,火,,2477139.125,308.00386888,141.96636602,15.64998843,2069,0,12,17,仏滅,癸巳,,,
2070,1,29,水,,2477140.125,309.01972415,155.50376316,16.64998843,2069,0,12,18,大安,甲午,,,
2070,1,30,木,,2477141.125,310.03536169,168.64902531,17.64998843,2069,0,12,19,赤口,乙未,,,
2070,1,31,金,,2477142.125,311.05079051,181.40816524,18.64998843,2069,0,12,20,先勝,丙申,,,
2070,2,1,土,,2477143.125,312.06601611,193.82056322,19.64998843,2069,0,12,21,友引,丁酉,,,
2070,2,2,日,,2477144.125,313.08103994,205.95103843,20.64998843,2069,0,12,22,先負,戊戌,,,節分
2070,2,3,月,,2477145.125,314.09585946,217.88127833,21.64998843,2069,0,12,23,仏滅,己亥,立春,,
2070,2,4,火,,2477146.125,315.11046844,229.70201601,22.64998843,2069,0,12,24,大安,庚子,,,
2070,2,5,水,,2477147.125,316.12485741,241.50632492,23.64998843,2069,0,12,25,赤口,辛丑,,,
2070,2,6,木,,2477148.125,317.13901381,253.38378823,24.64998843,2069,0,12,26,先勝,壬寅,,,
2070,2,7,金,,2477149.125,318.15292215,265.41512125,25.64998843,2069,0,12,27,友引,癸卯,,,
2070,2,8,土,,2477150.125,319.16656398,277.66698343,26.64998843,2069,0,12,28,先負,甲辰,,,
2070,2,9,日,,2477151.125,320.17991805,290.18711637,27.64998843,2069,0,12,29,仏滅,乙巳,,,
2070,2,10,月,,2477152.125,321.19296069,303.00047673,28.64998843,2069,0,12,30,大安,丙午,,,
2070,2,11,火,建国記念の日,2477153.125,322.20566657,316.10746571,0.00428241,2070,0,1,1,先勝,丁未,,,
2070,2,12,水,,2477154.125,323.21800996,329.48540302,1.00428241,2070,0,1,2,友引,戊申,,,
2070,2,13,木,,2477155.125,324.22996608,343.09376435,2.00428241,2070,0,1,3,先負,己酉,,,
2070,2,14,金,,2477156.125,325.24151225,356.88245770,3.00428241,2070,0,1,4,仏滅,庚戌,,,
2070,2,15,土,,2477157.125,326.25262841,10.80110851,4.00428241,2070,0,1,5,大安,辛亥,,,
2070,2,16,日,,2477158.125,327.26329705,24.80668423,5.00428241,2070,0,1,6,赤口,壬子,,,
2070,2,17,月,,2477159.125,328.27350264,38.86728017,6.00428241,2070,0,1,7,先勝,癸丑,,,
2070,2,18,火,,2477160.125,329.28323113,52.96122885,7.00428241,2070,0,1,8,友引,甲寅,雨水,,
2070,2,19,水,,2477161.125,330.29246985,67.07224005,8.00428241,2070,0,1,9,先負,乙卯,,,
2070,2,20,木,,2477162.125,331.30120804,81.18244057,9.00428241,2070,0,1,10,仏滅,丙辰,,,
2070,2,21,金,,2477163.125,332.30943786,95.26574000,10.00428241,2070,0,1,11,大安,丁巳,,,
2070,2,22,土,,2477164.125,333.31715561,109.28387977,11.00428241,2070,0,1,12,赤口,戊午,,,
2070,2,23,日,天皇誕生日,2477165.125,334.32436271,123.18679965,12.00428241,2070,0,1,13,先勝,己未,,,
2070,2,24,月,振替休日,2477166.125,335.33106607,136.91763529,13.00428241,2070,0,1,14,友引,庚申,,,
2070,2,25,火,,2477167.125,336.33727744,150.42108736,14.00428241,2070,0,1,15,先負,辛酉,,,
2070,2,26,水,,2477168.125,337.34301179,163.65274708,15.00428241,2070,0,1,16,仏滅,壬戌,,,
2070,2,27,木,,2477169.125,338.34828517,176.58681312,16.00428241,2070,0,1,17,大安,癸亥,,,
2070,2,28,金,,2477170.125,339.35311260,189.22052839,17.00428241,2070,0,1,18,赤口,甲子,,,
2070,3,1,土,,2477171.125,340.35750646,201.57499078,18.00428241,2070,0,1,19,先勝,乙丑,,,
2070,3,2,日,,2477172.125,341.36147560,213.69306737,19.00428241,2070,0,1,20,友引,丙寅,,,
2070,3,3,月,,2477173.125,342.36502522,225.63555828,20.00428241,2070,0,1,21,先負,丁卯,,上巳,
2070,3,4,火,,2477174.125,343.36815697,237.47661886,21.00428241,2070,0,1,22,仏滅,戊辰,,,
2070,3,5,水,,2477175.125,344.37086938,249.29901932,22.00428241,2070,0,1,23,大安,己巳,啓蟄,,
2070,3,6,木,,2477176.125,345.37315814,261.18937455,23.00428241,2070,0,1,24,赤口,庚午,,,
2070,3,7,金,,2477177.125,346.37501630,273.23316044,24.00428241,2070,0,1,25,先勝,辛未,,,
2070,3,8,土,,2477178.125,347.37643433,285.50921928,25.00428241,2070,0,1,26,友引,壬申,,,
2070,3,9,日,,2477179.125,348.37740017,298.08358416,26.00428241,2070,0,1,27,先負,癸酉,,,
2070,3,10,月,,2477180.125,349.37789940,311.00284484,27.00428241,2070,0,1,28,仏滅,甲戌,,,
2070,3,11,火,,2477181.125,350.37791567,324.28790626,28.00428241,2070,0,1,29,大安,乙亥,,,
2070,3,12,水,,2477182.125,351.37743144,337.92964983,29.00428241,2070,0,1,30,赤口,丙子,,,
2070,3,13,木,,2477183.125,352.37642890,351.88830198,0.46275463,2070,0,2,1,友引,丁丑,,,
2070,3,14,金,,2477184.125,353.37489055,6.09777604,1.46275463,2070,0,2,2,先負,戊寅,,,
2070,3,15,土,,2477185.125,354.37279932,20.47477645,2.46275463,2070,0,2,3,仏滅,己卯,,,
2070,3,16,日,,2477186.125,355.37013812,34.93061897,3.46275463,2070,0,2,4,大安,庚辰,,,
2070,3,17,月,,2477187.125,356.36688941,49.38259076,4.46275463,2070,0,2,5,赤口,辛巳,,,彼岸入(春)
2070,3,18,火,,2477188.125,357.36303554,63.76197280,5.46275463,2070,0,2,6,先勝,壬午,,,
2070,3,19,水,,2477189.125,358.35856002,78.01734451,6.46275463,2070,0,2,7,友引,癸未,,,
2070,3,20,木,春分の日,2477190.125,359.35344935,92.11355922,7.46275463,2070,0,2,8,先負,甲申,春分,,彼岸(春)
2070,3,21,金,,2477191.125,0.34769484,106.02797097,8.46275463,2070,0,2,9,仏滅,乙酉,,,
2070,3,22,土,,2477192.125,1.34129381,119.74582744,9.46275463,2070,0,2,10,大安,丙戌,,,
2070,3,23,日,,2477193.125,2.33424995,133.25641726,10.46275463,2070,0,2,11,赤口,丁亥,,,彼岸明(春)
2070,3,24,月,,2477194.125,3.32657293,146.55090957,11.46275463,2070,0,2,12,先勝,戊子,,,社日(春)
2070,3,25,火,,2477195.125,4.31827728,159.62212759,12.46275463,2070,0,2,13,友引,己丑,,,
2070,3,26,水,,2477196.125,5.30938086,172.46593369,13.46275463,2070,0,2,14,先負,庚寅,,,
2070,3,27,木,,2477197.125,6.29990298,185.08355990,14.46275463,2070,0,2,15,仏滅,辛卯,,,
2070,3,28,金,,2477198.125,7.28986279,197.48413775,15.46275463,2070,0,2,16,大安,壬辰,,,
2070,3,29,土,,2477199.125,8.27927783,209.68680687,16.46275463,2070,0,2,17,赤口,癸巳,,,
2070,3,30,日,,2477200.125,9.26816320,221.72202902,17.46275463,2070,0,2,18,先勝,甲午,,,
2070,3,31,月,,2477201.125,10.25653113,233.63198433,18.46275463,2070,0,2,19,友引,乙未,,,
2070,4,1,火,,2477202.125,11.24439102,245.47008788,19.46275463,2070,0,2,20,先負,丙申,,,
2070,4,2,水,,2477203.125,12.23174961,257.29972560,20.46275463,2070,0,2,21,仏滅,丁酉,,,
2070,4,3,木,,2477204.125,13.21861131,269.19225349,21.46275463,2070,0,2,22,大安,戊戌,,,
2070,4,4,金,,2477205.125,14.20497838,281.22418981,22.46275463,2070,0,2,23,赤口,己亥,清明,,
2070,4,5,土,,2477206.125,15.19085110,293.47340323,23.46275463,2070,0,2,24,先勝,庚子,,,
2070,4,6,日,,2477207.125,16.17622786,306.01402596,24.46275463,2070,0,2,25,友引,辛丑,,,
2070,4,7,月,,2477208.125,17.16110528,318.90989121,25.46275463,2070,0,2,26,先負,壬寅,,,
2070,4,8,火,,2477209.125,18.14547832,332.20661272,26.46275463,2070,0,2,27,仏滅,癸卯,,,
2070,4,9,水,,2477210.125,19.12934055,345.92306085,27.46275463,2070,0,2,28,大安,甲辰,,,
2070,4,10,木,,2477211.125,20.11268429,0.04387118,28.46275463,2070,0,2,29,赤口,乙巳,,,
2070,4,11,金,,2477212.125,21.09550034,14.51540282,0.01957176,2070,0,3,1,先負,丙午,,,
2070,4,12,土,,2477213.125,22.07777713,29.24762271,1.01957176,2070,0,3,2,仏滅,丁未,,,
2070,4,13,日,,2477214.125,23.05949969,44.12319376,2.01957176,2070,0,3,3,大安,戊申,,,
2070,4,14,月,,2477215.125,24.04064935,59.01266092,3.01957176,2070,0,3,4,赤口,己酉,,,
2070,4,15,火,,2477216.125,25.02120513,73.79214520,4.01957176,2070,0,3,5,先勝,庚戌,,,
2070,4,16,水,,2477217.125,26.00114680,88.35881920,5.01957176,2070,0,3,6,友引,辛亥,,,
2070,4,17,木,,2477218.125,26.98045845,102.64042837,6.01957176,2070,0,3,7,先負,壬子,,,土用入(春)
2070,4,18,金,,2477219.125,27.95913101,116.59759640,7.01957176,2070,0,3,8,仏滅,癸丑,,,
2070,4,19,土,,2477220.125,28.93716322,130.22013477,8.01957176,2070,0,3,9,大安,甲寅,,,
2070,4,20,日,,2477221.125,29.91456115,143.51991941,9.01957176,2070,0,3,10,赤口,乙卯,穀雨,,
2070,4,21,月,,2477222.125,30.89133694,156.52292457,10.01957176,2070,0,3,11,先勝,丙辰,,,
2070,4,22,火,,2477223.125,31.86750718,169.26224979,11.01957176,2070,0,3,12,友引,丁巳,,,
2070,4,23,水,,2477224.125,32.84309130,181.77306556,12.01957176,2070,0,3,13,先負,戊午,,,
2070,4,24,木,,2477225.125,33.81811016,194.08969423,13.01957176,2070,0,3,14,仏滅,己未,,,
2070,4,25,金,,2477226.125,34.79258482,206.24461747,14.01957176,2070,0,3,15,大安,庚申,,,
2070,4,26,土,,2477227.125,35.76653555,218.26898657,15.01957176,2070,0,3,16,赤口,辛酉,,,
2070,4,27,日,,2477228.125,36.73998125,230.19414324,16.01957176,2070,0,3,17,先勝,壬戌,,,
2070,4,28,月,,2477229.125,37.71293899,242.05364657,17.01957176,2070,0,3,18,友引,癸亥,,,
2070,4,29,火,昭和の日,2477230.125,38.68542395,253.88535785,18.01957176,2070,0,3,19,先負,甲子,,,
2070,4,30,水,,2477231.125,39.65744950,265.73318687,19.01957176,2070,0,3,20,仏滅,乙丑,,,
2070,5,1,木,,2477232.125,40.62902737,277.64818286,20.01957176,2070,0,3,21,大安,丙寅,,,八十八夜
2070,5,2,金,,2477233.125,41.60016786,289.68869375,21.01957176,2070,0,3,22,赤口,丁卯,,,
2070,5,3,土,憲法記念日,2477234.125,42.57088003,301.91932297,22.01957176,2070,0,3,23,先勝,戊辰,,,
2070,5,4,日,みどりの日,2477235.125,43.54117184,314.40837092,23.01957176,2070,0,3,24,友引,己巳,,,
2070,5,5,月,こどもの日,2477236.125,44.51105022,327.22338970,24.01957176,2070,0,3,25,先負,庚午,立夏,端午,
2070,5,6,火,振替休日,2477237.125,45.48052110,340.42449823,25.01957176,2070,0,3,26,仏滅,辛未,,,
2070,5,7,水,,2477238.125,46.44958925,354.05534011,26.01957176,2070,0,3,27,大安,壬申,,,
2070,5,8,木,,2477239.125,47.41825775,8.13222569,27.01957176,2070,0,3,28,赤口,癸酉,,,
2070,5,9,金,,2477240.125,48.38652683,22.63319856,28.01957176,2070,0,3,29,先勝,甲戌,,,
2070,5,10,土,,2477241.125,49.35439207,37.49029601,29.01957176,2070,0,4,1,仏滅,乙亥,,,
2070,5,11,日,,2477242.125,50.32184249,52.58926907,0.65972222,2070,0,4,2,大安,丙子,,,
2070,5,12,月,,2477243.125,51.28886007,67.78010937,1.65972222,2070,0,4,3,赤口,丁丑,,,
2070,5,13,火,,2477244.125,52.25542180,82.89807889,2.65972222,2070,0,4,4,先勝,戊寅,,,
2070,5,14,水,,2477245.125,53.22150431,97.78987564,3.65972222,2070,0,4,5,友引,己卯,,,
2070,5,15,木,,2477246.125,54.18708902,112.33653905,4.65972222,2070,0,4,6,先負,庚辰,,,
2070,5,16,金,,2477247.125,55.15216557,126.46625338,5.65972222,2070,0,4,7,仏滅,辛巳,,,
2070,5,17,土,,2477248.125,56.11673273,140.15522965,6.65972222,2070,0,4,8,大安,壬午,,,
2070,5,18,日,,2477249.125,57.08079728,153.41961138,7.65972222,2070,0,4,9,赤口,癸未,,,
2070,5,19,月,,2477250.125,58.04437201,166.30325477,8.65972222,2070,0,4,10,先勝,甲申,,,
2070,5,20,火,,2477251.125,59.00747371,178.86547231,9.65972222,2070,0,4,11,友引,乙酉,,,
2070,5,21,水,,2477252.125,59.97012158,191.17101278,10.65972222,2070,0,4,12,先負,丙戌,小満,,
2070,5,22,木,,2477253.125,60.93233599,203.28299878,11.65972222,2070,0,4,13,仏滅,丁亥,,,
2070,5,23,金,,2477254.125,61.89413774,215.25867327,12.65972222,2070,0,4,14,大安,戊子,,,
2070,5,24,土,,2477255.125,62.85554738,227.14750010,13.65972222,2070,0,4,15,赤口,己丑,,,
2070,5,25,日,,2477256.125,63.81658494,238.99113432,14.65972222,2070,0,4,16,先勝,庚寅,,,
2070,5,26,月,,2477257.125,64.77726962,250.82483249,15.65972222,2070,0,4,17,友引,辛卯,,,
