年,月,日,曜日,休日,ユリウス通日,黄経/太陽,黄経/月,月齢,旧暦/年,旧暦/閏月FLAG,旧暦/月,旧暦/日,六曜,干支(日),二十四節気,節句,雑節
2060,1,1,木,元日,2473459.125,279.91960820,242.44709305,27.04835648,2059,0,11,28,友引,癸酉,,,
2060,1,2,金,,2473460.125,280.93915137,255.30477432,28.04835648,2059,0,11,29,先負,甲戌,,,
2060,1,3,土,,2473461.125,281.95877140,268.52020167,29.04835648,2059,0,11,30,仏滅,乙亥,,,
2060,1,4,日,,2473462.125,282.97843602,282.08361701,0.42964120,2059,0,12,1,赤口,丙子,,,
2060,1,5,月,,2473463.125,283.99810876,295.95295326,1.42964120,2059,0,12,2,先勝,丁丑,小寒,,
2060,1,6,火,,2473464.125,285.01775177,310.05856289,2.42964120,2059,0,12,3,友引,戊寅,,,
2060,1,7,水,,2473465.125,286.03732959,324.31384391,3.42964120,2059,0,12,4,先負,己卯,,人日,
2060,1,8,木,,2473466.125,287.05681251,338.62952011,4.42964120,2059,0,12,5,仏滅,庚辰,,,
2060,1,9,金,,2473467.125,288.07617855,352.92744267,5.42964120,2059,0,12,6,大安,辛巳,,,
2060,1,10,土,,2473468.125,289.09541351,7.14980441,6.42964120,2059,0,12,7,赤口,壬午,,,
2060,1,11,日,,2473469.125,290.11450937,21.26161631,7.42964120,2059,0,12,8,先勝,癸未,,,
2060,1,12,月,成人の日,2473470.125,291.13346212,35.24691585,8.42964120,2059,0,12,9,友引,甲申,,,
2060,1,13,火,,2473471.125,292.15226958,49.10104942,9.42964120,2059,0,12,10,先負,乙酉,,,
2060,1,14,水,,2473472.125,293.17092998,62.82197714,10.42964120,2059,0,12,11,仏滅,丙戌,,,
2060,1,15,木,,2473473.125,294.18944132,76.40319454,11.42964120,2059,0,12,12,大安,丁亥,,,
2060,1,16,金,,2473474.125,295.20780160,89.83003712,12.42964120,2059,0,12,13,赤口,戊子,,,
2060,1,17,土,,2473475.125,296.22600946,103.08009821,13.42964120,2059,0,12,14,先勝,己丑,,,土用入(冬)
2060,1,18,日,,2473476.125,297.24406497,116.12738361,14.42964120,2059,0,12,15,友引,庚寅,,,
2060,1,19,月,,2473477.125,298.26197009,128.94883719,15.42964120,2059,0,12,16,先負,辛卯,,,
2060,1,20,火,,2473478.125,299.27972856,141.53133434,16.42964120,2059,0,12,17,仏滅,壬辰,大寒,,
2060,1,21,水,,2473479.125,300.29734531,153.87735750,17.42964120,2059,0,12,18,大安,癸巳,,,
2060,1,22,木,,2473480.125,301.31482553,166.00827428,18.42964120,2059,0,12,19,赤口,甲午,,,
2060,1,23,金,,2473481.125,302.33217381,177.96501561,19.42964120,2059,0,12,20,先勝,乙未,,,
2060,1,24,土,,2473482.125,303.34939334,189.80660801,20.42964120,2059,0,12,21,友引,丙申,,,
